# ESTIMATE - modelled, not measured. See estimate_monthly_by_country.py.
# Annual per-country estimate spread over months by the city's REAL monthly foreign curve (Tempo TUR104F).
# Country mix is constant within a year; only the month-shape is real.
city,year,month,country,estimated_foreign_arrivals
Sibiu,2025,08,Ukraine,1019
Sibiu,2025,09,Ukraine,688
Sibiu,2025,10,Ukraine,611
Sibiu,2025,11,Ukraine,341
Sibiu,2025,12,Ukraine,326
Sibiu,2025,01,Moldova,158
Sibiu,2025,02,Moldova,157
Sibiu,2025,03,Moldova,275
Sibiu,2025,04,Moldova,383
Sibiu,2025,05,Moldova,570
Sibiu,2025,06,Moldova,715
Sibiu,2025,07,Moldova,784
Sibiu,2025,08,Moldova,978
Sibiu,2025,09,Moldova,660
Sibiu,2025,10,Moldova,587
Sibiu,2025,11,Moldova,328
Sibiu,2025,12,Moldova,313
Sibiu,2025,01,Bulgaria,151
Sibiu,2025,02,Bulgaria,150
Sibiu,2025,03,Bulgaria,263
Sibiu,2025,04,Bulgaria,367
Sibiu,2025,05,Bulgaria,545
Sibiu,2025,06,Bulgaria,684
Sibiu,2025,07,Bulgaria,750
Sibiu,2025,08,Bulgaria,935
Sibiu,2025,09,Bulgaria,631
Sibiu,2025,10,Bulgaria,561
Sibiu,2025,11,Bulgaria,313
Sibiu,2025,12,Bulgaria,299
Sibiu,2025,01,Turkey,106
Sibiu,2025,02,Turkey,105
Sibiu,2025,03,Turkey,185
Sibiu,2025,04,Turkey,257
Sibiu,2025,05,Turkey,382
Sibiu,2025,06,Turkey,480
Sibiu,2025,07,Turkey,526
Sibiu,2025,08,Turkey,656
Sibiu,2025,09,Turkey,443
Sibiu,2025,10,Turkey,394
Sibiu,2025,11,Turkey,220
Sibiu,2025,12,Turkey,210
Sibiu,2025,01,Greece,95
Sibiu,2025,02,Greece,94
Sibiu,2025,03,Greece,166
Sibiu,2025,04,Greece,231
Sibiu,2025,05,Greece,344
Sibiu,2025,06,Greece,431
Sibiu,2025,07,Greece,473
Sibiu,2025,08,Greece,590
Sibiu,2025,09,Greece,398
Sibiu,2025,10,Greece,354
Sibiu,2025,11,Greece,198
Sibiu,2025,12,Greece,189
Sibiu,2025,01,Netherlands,94
Sibiu,2025,02,Netherlands,94
Sibiu,2025,03,Netherlands,164
Sibiu,2025,04,Netherlands,229
Sibiu,2025,05,Netherlands,340
Sibiu,2025,06,Netherlands,427
Sibiu,2025,07,Netherlands,468
Sibiu,2025,08,Netherlands,584
Sibiu,2025,09,Netherlands,394
Sibiu,2025,10,Netherlands,350
Sibiu,2025,11,Netherlands,196
Sibiu,2025,12,Netherlands,187
Sibiu,2025,01,Austria,84
Sibiu,2025,02,Austria,84
Sibiu,2025,03,Austria,147
Sibiu,2025,04,Austria,205
Sibiu,2025,05,Austria,304
Sibiu,2025,06,Austria,382
Sibiu,2025,07,Austria,418
Sibiu,2025,08,Austria,522
Sibiu,2025,09,Austria,352
Sibiu,2025,10,Austria,313
Sibiu,2025,11,Austria,175
Sibiu,2025,12,Austria,167
Sibiu,2025,01,China,61
Sibiu,2025,02,China,61
Sibiu,2025,03,China,107
Sibiu,2025,04,China,149
Sibiu,2025,05,China,222
Sibiu,2025,06,China,278
Sibiu,2025,07,China,305
Sibiu,2025,08,China,381
Sibiu,2025,09,China,257
Sibiu,2025,10,China,228
Sibiu,2025,11,China,128
Sibiu,2025,12,China,122
Sibiu,2025,01,Serbia,61
Sibiu,2025,02,Serbia,60
Sibiu,2025,03,Serbia,106
Sibiu,2025,04,Serbia,148
Sibiu,2025,05,Serbia,219
Sibiu,2025,06,Serbia,275
Sibiu,2025,07,Serbia,302
Sibiu,2025,08,Serbia,377
Sibiu,2025,09,Serbia,254
Sibiu,2025,10,Serbia,226
Sibiu,2025,11,Serbia,126
Sibiu,2025,12,Serbia,121
Sibiu,2025,01,Belgium,56
Sibiu,2025,02,Belgium,55
Sibiu,2025,03,Belgium,97
Sibiu,2025,04,Belgium,135
Sibiu,2025,05,Belgium,201
Sibiu,2025,06,Belgium,252
Sibiu,2025,07,Belgium,276
Sibiu,2025,08,Belgium,345
Sibiu,2025,09,Belgium,233
Sibiu,2025,10,Belgium,207
Sibiu,2025,11,Belgium,115
Sibiu,2025,12,Belgium,110
Sibiu,2025,01,Switzerland,50
Sibiu,2025,02,Switzerland,50
Sibiu,2025,03,Switzerland,87
Sibiu,2025,04,Switzerland,121
Sibiu,2025,05,Switzerland,181
Sibiu,2025,06,Switzerland,227
Sibiu,2025,07,Switzerland,248
Sibiu,2025,08,Switzerland,310
Sibiu,2025,09,Switzerland,209
Sibiu,2025,10,Switzerland,186
Sibiu,2025,11,Switzerland,104
Sibiu,2025,12,Switzerland,99
