date,temp_max,temp_min,temp_mean,apparent_temp_max,apparent_temp_min,precipitation,rain,snowfall,wind_max,wind_mean,weather_code,is_forecast,ideal_temp,temp_score,rain_score,wind_score,sunshine_percentage,snow_bonus,nice_day_score,nice_day_label,heavy_rain,sunny_day,outdoor_score,comfort_score_v2,rain_score_v2,wind_score_v2,hazard_factor,nice_day_score_v2,nice_day_label_v2,outdoor_score_v2
13-01-20,5.2,-3.3,-0.5,1.8,-6.9,0.0,0.0,0.0,7.3,5.1,3,False,0,97.5,100.0,100.0,97.97550294322933,0,96.3,Excellent,False,True,98.3,27.2,100.0,100.0,1.0,70.5,Pleasant,55.5
14-01-20,2.5,-5.1,-2.4,-0.7,-8.4,0.0,0.0,0.0,6.0,3.8,3,False,0,88.0,100.0,100.0,94.43170538874371,0,91.3,Excellent,False,True,93.6,17.2,100.0,100.0,1.0,65.8,Pleasant,48.1
15-01-20,3.4,-5.8,-2.8,-0.0,-10.1,0.0,0.0,0.0,9.7,6.5,2,False,0,86.0,100.0,100.0,98.00087212130158,0,91.7,Excellent,False,True,94.3,20.0,100.0,100.0,1.0,67.6,Pleasant,51.2
16-01-20,6.9,-6.6,-1.3,3.6,-10.4,0.0,0.0,0.0,8.7,5.1,3,False,0,93.5,100.0,100.0,98.00315248253412,0,94.7,Excellent,False,True,96.9,34.4,100.0,100.0,1.0,73.4,Pleasant,59.8
17-01-20,3.3,-7.2,-2.7,-0.3,-11.3,0.0,0.0,0.0,12.4,7.3,1,False,0,86.5,100.0,95.2,97.77669352875009,0,91.4,Excellent,False,True,93.9,18.8,100.0,100.0,1.0,67.1,Pleasant,50.4
18-01-20,8.9,-4.6,0.4,4.8,-8.7,0.0,0.0,0.0,12.7,9.3,2,False,0,98.0,100.0,94.6,97.54736397498779,0,95.9,Excellent,False,True,97.8,39.2,100.0,100.0,1.0,75.2,Nice,62.5
19-01-20,-1.8,-7.0,-4.2,-5.5,-11.2,0.0,0.0,0.0,8.4,5.6,3,False,0,79.0,100.0,100.0,41.227106371161305,0,69.0,Pleasant,False,False,69.1,0.0,100.0,100.0,1.0,48.2,Average,16.5
20-01-20,0.6,-3.6,-1.9,-2.7,-6.8,0.0,0.0,0.0,5.8,3.3,3,False,0,90.5,100.0,100.0,54.3925270821549,0,78.2,Nice,False,False,78.4,9.2,100.0,100.0,1.0,54.6,Average,27.3
21-01-20,2.2,-4.9,-1.9,-1.6,-9.0,0.0,0.0,0.0,7.2,4.1,3,False,0,90.5,100.0,100.0,96.57221880190203,0,93.0,Excellent,False,True,95.3,13.6,100.0,100.0,1.0,64.8,Pleasant,46.8
22-01-20,2.3,-6.2,-2.8,-1.6,-10.0,0.0,0.0,0.0,8.1,4.2,3,False,0,86.0,100.0,100.0,96.6118999819122,0,91.2,Excellent,False,True,93.7,13.6,100.0,100.0,1.0,64.8,Pleasant,46.8
23-01-20,4.0,-4.4,-0.3,-1.8,-8.3,0.0,0.0,0.0,18.4,9.0,3,False,0,98.5,100.0,83.2,76.69029921962255,0,87.9,Nice,False,True,88.5,12.8,100.0,100.0,1.0,60.5,Pleasant,38.4
24-01-20,4.2,-5.5,-0.9,0.4,-9.8,0.0,0.0,0.0,8.4,5.0,2,False,0,95.5,100.0,100.0,96.07119231169527,0,94.8,Excellent,False,True,96.9,21.6,100.0,100.0,1.0,67.9,Pleasant,51.4
25-01-20,7.3,-5.8,1.1,3.8,-10.2,0.0,0.0,0.0,9.6,4.6,3,False,0,94.5,100.0,100.0,95.1566141474913,0,94.1,Excellent,False,True,96.1,35.2,100.0,100.0,1.0,73.1,Pleasant,59.2
26-01-20,10.4,-0.1,4.6,8.1,-3.7,0.0,0.0,0.0,9.4,5.1,3,False,0,77.0,100.0,100.0,95.25842375533404,0,87.1,Nice,False,True,90.1,52.4,100.0,100.0,1.0,80.0,Nice,69.5
27-01-20,5.7,-2.0,1.5,2.4,-5.8,0.2,0.2,0.0,9.4,6.7,51,False,0,92.5,99.2,100.0,0.0,0,59.9,Average,False,False,57.3,29.6,90.0,100.0,1.0,48.8,Average,16.0
28-01-20,6.7,0.5,3.0,3.8,-3.1,0.1,0.1,0.0,9.3,4.7,51,False,0,85.0,99.6,100.0,69.99784316925876,0,81.4,Nice,False,False,82.7,35.2,90.0,100.0,1.0,65.1,Pleasant,44.2
29-01-20,6.0,-0.1,3.5,1.6,-4.0,1.4,1.4,0.0,27.3,14.1,53,False,0,82.5,94.4,65.4,73.1262274759612,0,78.0,Nice,False,True,78.8,26.4,90.0,100.0,1.0,62.2,Pleasant,40.6
30-01-20,4.1,-3.1,1.2,-1.4,-6.9,0.8,0.0,0.56,23.5,13.9,73,False,0,94.0,96.8,73.0,93.60366302334631,0,90.7,Excellent,False,True,92.2,14.4,100.0,100.0,1.0,64.5,Pleasant,46.1
31-01-20,8.6,-1.6,3.6,6.1,-5.6,2.9,2.9,0.0,21.3,8.6,63,False,0,82.0,88.4,77.4,35.294987261501895,0,64.6,Pleasant,False,False,63.8,44.4,90.0,100.0,1.0,61.8,Pleasant,36.7
01-02-20,13.5,2.3,7.8,10.6,0.4,0.0,0.0,0.0,20.0,9.2,3,False,2,71.0,100.0,80.0,85.90630373190204,0,79.9,Nice,False,True,82.2,62.4,100.0,100.0,1.0,82.1,Nice,71.8
02-02-20,12.9,-0.6,6.5,8.5,-4.1,0.6,0.6,0.0,26.9,12.6,51,False,2,77.5,97.6,66.2,72.93017859764292,0,76.5,Nice,False,True,77.6,54.0,90.0,100.0,1.0,73.2,Pleasant,55.4
03-02-20,10.2,2.0,7.2,4.9,-1.7,4.8,4.8,0.0,29.3,18.3,53,False,2,74.0,80.8,61.4,0.0,0,46.6,Average,False,False,44.2,39.6,75.0,100.0,1.0,48.3,Average,17.8
04-02-20,7.7,2.5,5.3,4.4,-0.8,4.6,4.6,0.0,20.0,9.5,53,False,2,83.5,81.6,80.0,0.0,0,52.0,Average,False,False,49.5,37.6,75.0,100.0,1.0,47.5,Average,16.9
05-02-20,4.3,-0.2,2.4,0.6,-6.1,4.2,3.3,0.63,19.3,14.9,73,False,2,98.0,83.2,81.4,0.0,0,58.2,Average,False,False,54.9,22.4,75.0,100.0,1.0,41.5,Average,10.1
06-02-20,1.3,-2.7,-1.0,-3.9,-9.0,0.1,0.0,0.07,21.0,14.3,71,False,2,85.0,99.6,78.0,87.794691618749,0,85.9,Nice,False,True,87.6,4.4,100.0,100.0,1.0,59.3,Average,37.8
07-02-20,4.0,-3.1,1.0,-1.8,-8.4,3.3,0.8,1.75,24.1,13.0,73,False,2,95.0,86.8,71.8,35.861251189396484,10,69.5,Pleasant,False,False,67.8,12.8,90.0,100.0,1.0,49.3,Average,19.8
08-02-20,1.3,-7.3,-3.5,-3.0,-11.5,0.0,0.0,0.0,12.5,5.2,3,False,2,72.5,100.0,95.0,71.07770569971169,0,76.5,Nice,False,True,78.3,8.0,100.0,100.0,1.0,57.4,Average,33.2
09-02-20,6.8,-4.5,0.6,3.4,-9.1,0.0,0.0,0.0,9.4,4.7,2,False,2,93.0,100.0,100.0,93.43602180129699,0,92.9,Excellent,False,True,94.9,33.6,100.0,100.0,1.0,72.1,Pleasant,57.5
10-02-20,12.9,-5.1,2.4,7.9,-9.6,1.0,1.0,0.0,16.6,9.4,51,False,2,98.0,96.0,86.8,56.66990381096176,0,80.4,Nice,False,False,80.0,51.6,90.0,100.0,1.0,69.0,Pleasant,48.3
11-02-20,9.1,-0.3,4.3,5.7,-3.6,1.3,1.3,0.0,26.1,12.3,53,False,2,88.5,94.8,67.8,37.695184046188125,0,68.2,Pleasant,False,False,67.1,42.8,90.0,100.0,1.0,61.7,Pleasant,36.7
12-02-20,5.8,-0.2,3.0,-0.8,-3.8,0.1,0.1,0.0,31.8,19.5,51,False,2,95.0,99.6,56.4,94.51516076834245,0,90.5,Excellent,False,True,91.6,16.8,90.0,100.0,1.0,62.6,Pleasant,43.1
13-02-20,6.8,-3.3,2.3,1.1,-7.5,2.2,0.5,1.19,21.1,12.7,73,False,2,98.5,91.2,77.8,93.9545951316712,10,92.4,Excellent,False,True,93.5,24.4,90.0,100.0,1.0,65.6,Pleasant,47.0
14-02-20,10.3,-3.2,3.7,6.0,-7.6,0.2,0.2,0.0,18.2,10.2,51,False,2,91.5,99.2,83.6,46.228700045425185,0,74.3,Pleasant,False,False,73.8,44.0,90.0,100.0,1.0,63.8,Pleasant,40.4
15-02-20,6.5,-2.2,3.1,3.5,-5.8,0.5,0.5,0.0,9.2,6.4,51,False,2,94.5,98.0,100.0,35.100995147120415,0,72.8,Pleasant,False,False,71.8,34.0,90.0,100.0,1.0,57.6,Average,31.0
16-02-20,9.2,-3.2,2.1,5.9,-6.9,0.0,0.0,0.0,9.8,5.3,1,False,2,99.5,100.0,100.0,95.90886498801163,0,96.4,Excellent,False,True,98.2,43.6,100.0,100.0,1.0,76.6,Nice,64.5
17-02-20,12.2,-3.0,3.7,8.7,-7.0,0.0,0.0,0.0,8.7,4.7,3,False,2,91.5,100.0,100.0,83.8677981383839,0,89.0,Nice,False,True,90.6,54.8,100.0,100.0,1.0,78.7,Nice,66.4
18-02-20,12.5,0.5,5.9,8.5,-3.2,0.0,0.0,0.0,17.1,7.1,3,False,2,80.5,100.0,85.8,88.25749664053649,0,85.0,Nice,False,True,87.1,54.0,100.0,100.0,1.0,79.3,Nice,67.7
19-02-20,6.4,0.9,4.0,3.5,-1.6,2.9,2.9,0.0,10.1,5.1,53,False,2,90.0,88.4,99.8,36.25239292128882,0,69.9,Pleasant,False,False,69.2,34.0,90.0,100.0,1.0,57.9,Average,31.4
20-02-20,7.5,-0.3,2.8,4.5,-4.0,2.4,2.4,0.0,11.2,5.8,53,False,2,96.0,90.4,97.6,74.75777613781798,0,85.9,Nice,False,True,86.8,38.0,90.0,100.0,1.0,67.2,Pleasant,47.4
21-02-20,6.1,-0.5,2.7,3.2,-3.9,0.7,0.7,0.0,14.8,4.9,51,False,2,96.5,97.2,90.4,64.92747867406379,0,83.1,Nice,False,False,83.4,32.8,90.0,100.0,1.0,63.1,Pleasant,41.1
22-02-20,6.1,-0.5,2.5,2.6,-3.8,0.7,0.5,0.14,11.8,6.9,71,False,2,97.5,97.2,96.4,4.871718761898398,0,63.0,Pleasant,False,False,60.3,30.4,90.0,100.0,1.0,50.1,Average,18.2
23-02-20,10.5,-3.6,3.1,7.9,-7.6,0.0,0.0,0.0,8.4,4.9,3,False,2,94.5,100.0,100.0,56.25667498018289,0,80.5,Nice,False,False,80.6,51.6,100.0,100.0,1.0,71.9,Pleasant,53.5
24-02-20,11.9,-0.8,6.8,6.6,-4.7,5.8,5.8,0.0,33.6,19.4,61,False,2,76.0,76.8,52.8,59.49594255176679,0,67.0,Pleasant,False,False,67.2,46.4,75.0,100.0,1.0,63.0,Pleasant,38.7
25-02-20,15.0,-2.4,5.4,12.5,-6.6,0.0,0.0,0.0,13.3,6.0,3,False,2,83.0,100.0,93.4,98.52804010949632,0,90.2,Excellent,False,True,92.8,70.0,100.0,100.0,1.0,87.7,Nice,81.4
26-02-20,16.8,1.2,8.6,13.9,-2.6,0.4,0.4,0.0,9.9,6.7,51,False,2,67.0,98.4,100.0,93.9874003134675,0,82.5,Nice,False,True,85.8,75.6,90.0,100.0,1.0,86.0,Nice,74.7
27-02-20,6.8,1.8,3.5,5.3,-2.5,12.5,12.4,0.07,19.3,12.1,71,False,2,92.5,50.0,81.4,0.0,0,51.0,Average,True,False,48.0,41.2,20.0,100.0,1.0,32.5,Poor,4.9
28-02-20,9.2,-4.1,1.5,4.7,-7.8,2.5,1.9,0.42,14.4,8.2,73,False,2,97.5,90.0,91.2,60.14662394958511,0,80.8,Nice,False,False,80.8,38.8,90.0,100.0,1.0,64.5,Pleasant,42.6
29-02-20,6.4,-1.6,2.4,3.7,-5.3,1.2,0.7,0.35,15.6,7.5,73,False,2,98.0,95.2,88.8,67.8369959502955,0,84.3,Nice,False,False,84.6,34.8,90.0,100.0,1.0,64.5,Pleasant,43.2
01-03-20,12.2,-1.2,5.6,8.0,-5.3,0.1,0.1,0.0,13.8,10.3,51,False,8,88.0,99.6,92.4,80.35495118062819,0,85.7,Nice,False,True,87.1,52.0,90.0,100.0,1.0,73.9,Pleasant,57.0
02-03-20,15.4,3.0,8.4,11.8,-1.1,1.1,1.1,0.0,24.5,12.8,53,False,8,98.0,95.6,71.0,71.44099209708831,0,84.2,Nice,False,True,84.3,67.2,90.0,100.0,1.0,78.2,Nice,62.0
03-03-20,18.3,5.4,11.4,14.3,2.1,0.1,0.1,0.0,25.8,12.9,51,False,8,83.0,99.6,68.4,53.323800881027694,0,72.3,Pleasant,False,False,72.2,77.2,90.0,100.0,1.0,78.5,Nice,60.9
04-03-20,16.3,5.3,10.1,13.1,2.5,1.9,1.9,0.0,22.2,12.7,53,False,8,89.5,92.4,75.6,88.12761750422708,0,86.6,Nice,False,True,88.0,72.4,90.0,100.0,1.0,83.6,Nice,70.8
05-03-20,6.6,3.1,4.2,4.0,0.6,14.3,14.3,0.0,11.5,5.3,55,False,8,81.0,42.8,97.0,0.0,0,46.6,Average,True,False,44.5,36.0,20.0,100.0,1.0,30.4,Poor,4.3
06-03-20,11.6,-0.1,5.9,6.8,-3.2,0.7,0.7,0.0,19.8,10.8,51,False,8,89.5,97.2,80.4,61.32561149787077,0,78.3,Nice,False,False,78.5,47.2,90.0,100.0,1.0,68.1,Pleasant,47.6
07-03-20,14.0,4.2,7.8,12.4,1.1,3.4,3.4,0.0,19.7,7.6,55,False,8,99.0,86.4,80.6,81.64289586105572,0,87.6,Nice,False,True,88.3,69.6,75.0,100.0,1.0,76.7,Nice,55.8
08-03-20,7.3,5.7,6.4,5.4,3.1,6.3,6.3,0.0,9.1,4.7,53,False,8,92.0,74.8,100.0,5.411276334932002,0,57.9,Average,False,False,55.6,41.6,55.0,100.0,1.0,44.2,Average,14.9
09-03-20,6.8,4.2,5.3,5.0,2.0,5.1,5.1,0.0,8.5,3.6,53,False,8,86.5,79.6,100.0,0.0,0,54.5,Average,False,False,52.2,40.0,75.0,100.0,1.0,48.5,Average,18.0
10-03-20,8.6,5.2,6.8,6.1,2.9,0.6,0.6,0.0,10.7,5.9,51,False,8,94.0,97.6,98.6,0.0,0,60.1,Pleasant,False,False,57.4,44.4,90.0,100.0,1.0,54.8,Average,24.0
11-03-20,10.8,4.1,7.6,7.3,1.9,0.9,0.9,0.0,14.5,5.6,51,False,8,98.0,96.4,91.0,14.122541623411095,0,65.9,Pleasant,False,False,63.5,49.2,90.0,100.0,1.0,59.5,Average,31.7
12-03-20,18.0,3.6,10.8,16.9,1.4,0.0,0.0,0.0,11.7,5.3,2,False,8,86.0,100.0,96.6,93.70727267822484,0,89.9,Nice,False,True,92.2,87.6,100.0,100.0,1.0,93.8,Excellent,90.0
13-03-20,20.4,4.2,12.7,19.6,1.1,2.1,2.1,0.0,24.1,9.7,53,False,8,76.5,91.6,71.8,89.66323996410995,0,81.5,Nice,False,True,83.6,98.4,90.0,100.0,1.0,94.3,Excellent,85.4
14-03-20,12.1,5.4,8.2,8.4,2.2,0.0,0.0,0.0,16.0,6.4,3,False,8,99.0,100.0,88.0,85.12770209395133,0,91.4,Excellent,False,True,92.5,53.6,100.0,100.0,1.0,78.5,Nice,66.2
15-03-20,9.3,2.5,5.2,5.8,-1.0,0.0,0.0,0.0,10.8,6.8,3,False,8,86.0,100.0,98.4,63.23615718444403,0,79.4,Nice,False,False,80.2,43.2,100.0,100.0,1.0,69.9,Pleasant,51.2
16-03-20,11.4,-1.6,4.3,8.1,-5.9,0.0,0.0,0.0,11.3,8.2,3,False,8,81.5,100.0,97.4,92.5053230626074,0,87.8,Nice,False,True,90.3,52.4,100.0,100.0,1.0,79.5,Nice,68.4
17-03-20,13.8,-1.4,4.6,9.7,-5.1,0.0,0.0,0.0,10.2,6.0,3,False,8,83.0,100.0,99.6,91.99573940206339,0,88.4,Nice,False,True,90.8,58.8,100.0,100.0,1.0,81.9,Nice,72.1
18-03-20,12.3,-0.2,5.3,10.1,-4.2,0.0,0.0,0.0,9.4,4.5,2,False,8,86.5,100.0,100.0,91.48964886020808,0,89.6,Nice,False,True,91.9,60.4,100.0,100.0,1.0,82.5,Nice,72.8
19-03-20,15.9,-0.2,7.1,12.4,-3.9,0.0,0.0,0.0,11.2,5.2,3,False,8,95.5,100.0,97.6,91.372335022762,0,93.0,Excellent,False,True,94.7,69.6,100.0,100.0,1.0,86.1,Nice,78.3
20-03-20,18.2,3.9,10.5,16.8,0.8,0.0,0.0,0.0,7.1,3.8,3,False,8,87.5,100.0,100.0,91.49103429196722,0,90.0,Excellent,False,True,92.2,87.2,100.0,100.0,1.0,93.2,Excellent,88.9
21-03-20,17.8,5.0,11.3,16.5,1.3,0.5,0.5,0.0,11.8,6.6,51,False,8,83.5,98.0,96.4,90.10423010429372,0,87.3,Nice,False,True,89.6,86.0,90.0,100.0,1.0,89.4,Nice,78.9
22-03-20,7.5,1.1,4.1,5.7,-3.0,4.5,3.7,0.56,14.6,11.4,73,False,8,80.5,82.0,90.8,0.0,-20,51.4,Average,False,False,49.6,42.8,75.0,100.0,1.0,49.6,Average,19.3
23-03-20,1.4,-1.3,0.1,-1.8,-7.1,9.2,0.1,6.44,25.6,13.4,73,False,8,60.5,63.2,68.8,0.0,-20,38.8,Poor,False,False,37.5,12.8,90.0,100.0,1.0,42.1,Average,6.9
24-03-20,1.7,-2.7,-1.0,-4.7,-8.8,1.0,0.0,0.7,25.1,20.9,71,False,8,55.0,96.0,69.8,60.82783973299746,-20,62.9,Pleasant,False,False,65.0,1.2,100.0,97.0,1.0,52.3,Average,24.3
25-03-20,4.2,-2.6,0.5,-0.7,-8.5,0.0,0.0,0.0,20.5,17.5,3,False,8,62.5,100.0,79.0,63.13848577349896,0,68.4,Pleasant,False,False,70.0,17.2,100.0,100.0,1.0,59.5,Average,35.6
26-03-20,11.8,-1.4,4.9,8.4,-6.4,0.0,0.0,0.0,20.2,14.2,3,False,8,84.5,100.0,79.6,88.9796215044375,0,86.3,Nice,False,True,88.1,53.6,100.0,100.0,1.0,79.2,Nice,67.8
27-03-20,14.7,-0.3,7.4,11.4,-4.1,0.0,0.0,0.0,13.6,9.4,2,False,8,97.0,100.0,92.8,95.94685694177325,0,94.8,Excellent,False,True,96.6,65.6,100.0,100.0,1.0,85.4,Nice,77.7
28-03-20,14.9,0.5,7.3,13.2,-2.9,0.0,0.0,0.0,9.8,4.5,3,False,8,96.5,100.0,100.0,96.77838266184445,0,95.5,Excellent,False,True,97.5,72.8,100.0,100.0,1.0,88.5,Nice,82.4
29-03-20,15.8,1.1,8.3,12.8,-2.1,0.1,0.1,0.0,17.7,6.5,51,False,8,98.5,99.6,84.6,94.7128979616735,0,94.3,Excellent,False,True,95.8,71.2,90.0,100.0,1.0,84.4,Nice,72.5
30-03-20,14.6,2.1,7.5,11.4,-1.0,1.1,1.1,0.0,25.0,8.7,51,False,8,97.5,95.6,70.0,89.98302043905635,0,90.4,Excellent,False,True,91.5,65.6,90.0,100.0,1.0,81.2,Nice,67.8
31-03-20,2.4,-1.3,0.3,-1.2,-5.1,7.6,0.0,5.32,10.8,7.0,73,False,8,61.5,69.6,98.4,0.0,-20,42.5,Average,False,False,41.8,15.2,100.0,100.0,1.0,46.1,Average,9.1
01-04-20,5.7,-2.7,0.6,2.2,-7.0,0.0,0.0,0.0,9.6,5.7,3,False,15,28.0,100.0,100.0,91.4958855882156,0,66.2,Pleasant,False,True,71.4,28.8,100.0,100.0,1.0,69.8,Pleasant,53.9
02-04-20,8.1,-2.9,2.6,6.3,-7.1,0.0,0.0,0.0,8.1,4.3,3,False,15,38.0,100.0,100.0,98.76618709149922,0,72.8,Pleasant,False,True,77.8,45.2,100.0,100.0,1.0,77.8,Nice,66.6
03-04-20,14.5,-0.7,5.2,11.8,-3.7,0.0,0.0,0.0,10.9,4.2,1,False,15,51.0,100.0,98.2,98.76976797863621,0,77.8,Nice,False,True,82.2,67.2,100.0,100.0,1.0,86.6,Nice,79.8
04-04-20,15.4,-0.8,7.2,12.8,-4.6,0.0,0.0,0.0,10.9,6.4,3,False,15,61.0,100.0,98.2,92.45999886559554,0,79.6,Nice,False,True,83.2,71.2,100.0,100.0,1.0,87.0,Nice,79.7
05-04-20,15.1,2.0,8.3,11.2,-2.1,0.0,0.0,0.0,20.3,11.0,3,False,15,66.5,100.0,79.4,98.77592254004067,0,82.5,Nice,False,True,85.7,64.8,100.0,100.0,1.0,85.7,Nice,78.4
06-04-20,14.3,-1.1,7.4,11.1,-5.2,0.0,0.0,0.0,13.2,9.9,0,False,15,62.0,100.0,93.6,98.56865942259759,0,81.8,Nice,False,True,85.5,64.4,100.0,100.0,1.0,85.5,Nice,78.1
07-04-20,16.4,-1.3,7.2,14.3,-5.5,0.0,0.0,0.0,11.4,6.2,0,False,15,61.0,100.0,97.2,98.3370391163637,0,81.6,Nice,False,True,85.4,77.2,100.0,100.0,1.0,90.5,Excellent,85.7
08-04-20,17.5,0.5,8.6,15.6,-3.4,0.0,0.0,0.0,7.3,4.5,0,False,15,68.0,100.0,100.0,98.10723578836743,0,84.5,Nice,False,True,88.0,82.4,100.0,100.0,1.0,92.6,Excellent,88.7
09-04-20,20.0,6.0,12.2,18.8,2.8,0.0,0.0,0.0,9.0,4.7,0,False,15,86.0,100.0,100.0,97.87945424212985,0,91.7,Excellent,False,True,94.3,95.2,100.0,100.0,1.0,97.7,Excellent,96.3
10-04-20,20.6,5.9,12.7,18.1,2.9,0.0,0.0,0.0,12.6,6.0,3,False,15,88.5,100.0,94.8,97.65387157156339,0,92.2,Excellent,False,True,94.5,92.4,100.0,100.0,1.0,96.5,Excellent,94.5
11-04-20,18.8,5.2,11.7,15.9,1.7,0.0,0.0,0.0,11.8,7.1,3,False,15,83.5,100.0,96.4,97.3951581703612,0,90.2,Excellent,False,True,92.8,83.6,100.0,100.0,1.0,92.9,Excellent,89.1
12-04-20,18.5,5.9,12.5,15.5,2.6,0.0,0.0,0.0,16.5,11.2,3,False,15,87.5,100.0,87.0,97.01275344581838,0,90.9,Excellent,False,True,93.1,82.0,100.0,100.0,1.0,92.2,Excellent,88.0
13-04-20,20.9,6.9,14.5,19.3,3.3,0.0,0.0,0.0,11.3,7.5,3,False,15,97.5,100.0,97.4,84.8931610871957,0,91.5,Excellent,False,True,92.8,97.2,100.0,100.0,1.0,95.9,Excellent,92.3
14-04-20,16.6,3.7,10.6,13.1,0.6,6.4,6.4,0.0,23.2,12.3,61,False,15,78.0,74.4,73.6,8.45243168796464,0,51.2,Average,False,False,49.2,72.4,55.0,100.0,1.0,57.2,Average,25.8
15-04-20,10.1,-1.4,5.2,7.1,-4.8,0.0,0.0,0.0,13.1,9.0,3,False,15,51.0,100.0,93.8,95.89102845176967,0,76.5,Nice,False,True,80.6,48.4,100.0,100.0,1.0,78.5,Nice,67.4
16-04-20,17.3,-0.9,8.2,15.9,-4.3,0.0,0.0,0.0,7.2,3.8,3,False,15,66.0,100.0,100.0,95.52624859236562,0,82.8,Nice,False,True,86.3,83.6,100.0,100.0,1.0,92.5,Excellent,88.4
17-04-20,20.5,3.1,12.5,18.7,0.3,0.0,0.0,0.0,11.5,6.1,3,False,15,87.5,100.0,97.0,82.22640077564652,0,86.5,Nice,False,True,88.2,94.8,100.0,100.0,1.0,94.4,Excellent,89.8
18-04-20,21.3,7.7,14.2,19.4,5.0,0.0,0.0,0.0,20.4,8.2,3,False,15,96.0,100.0,79.2,89.08495887243913,0,90.9,Excellent,False,True,92.2,97.6,100.0,100.0,1.0,96.9,Excellent,94.2
19-04-20,19.8,7.7,13.4,18.7,6.0,2.2,2.2,0.0,15.0,6.1,53,False,15,92.0,91.2,90.0,76.89585620455149,0,84.6,Nice,False,True,85.6,94.8,90.0,100.0,1.0,90.3,Excellent,78.9
20-04-20,15.3,7.6,11.2,13.5,4.7,0.2,0.2,0.0,13.4,7.3,51,False,15,81.0,99.2,93.2,73.2325024002098,0,80.4,Nice,False,True,81.8,74.0,90.0,100.0,1.0,81.2,Nice,66.3
21-04-20,15.1,5.1,10.3,12.1,0.5,0.0,0.0,0.0,15.2,12.5,3,False,15,76.5,100.0,89.6,90.95902653581608,0,84.6,Nice,False,True,87.1,68.4,100.0,100.0,1.0,85.6,Nice,77.4
